29/10/2021;16:22:51;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1104684554
29/10/2021;16:23:01;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1104729995
29/10/2021;16:23:11;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1104740486
29/10/2021;16:23:21;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1104781370
29/10/2021;16:23:32;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1104826942
29/10/2021;16:23:42;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1104834258
29/10/2021;16:23:52;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1104875142
29/10/2021;16:24:02;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1104886713
29/10/2021;16:24:12;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1104931071
29/10/2021;16:24:23;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1104971955
29/10/2021;16:24:33;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1104984992
29/10/2021;16:24:43;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105026775
29/10/2021;16:24:53;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105033789
29/10/2021;16:25:03;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105079532
29/10/2021;16:25:13;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105123591
29/10/2021;16:25:24;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105130605
29/10/2021;16:25:34;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105175278
29/10/2021;16:25:44;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105183191
29/10/2021;16:25:54;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105224075
29/10/2021;16:26:04;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105269514
29/10/2021;16:26:14;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105279703
29/10/2021;16:26:25;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105320586
29/10/2021;16:26:35;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105331087
29/10/2021;16:26:45;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105371970
29/10/2021;16:26:55;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105413752
29/10/2021;16:27:05;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105425323
29/10/2021;16:27:15;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105469382
29/10/2021;16:27:26;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105476396
29/10/2021;16:27:36;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105521837
29/10/2021;16:27:46;info;192.168.176.2;1.3.6.1.2.1.2.2.1.10;1105563620
